JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458209.84238,10.614,0.007,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.84345,10.608,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.84453,10.618,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.8456,10.615,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.84668,10.626,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.84775,10.63,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.84883,10.632,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.8499,10.623,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.85098,10.636,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.85205,10.629,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.85313,10.642,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.8542,10.639,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.85527,10.642,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.85635,10.648,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.85743,10.66,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.8585,10.645,0.005,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.85958,10.668,0.005,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.86065,10.653,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.86173,10.66,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.8628,10.663,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.86495,10.674,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.86603,10.662,0.005,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.8671,10.653,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.86817,10.666,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.86925,10.663,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.87032,10.645,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.8714,10.651,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.87247,10.643,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.87354,10.641,0.005,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.87462,10.647,0.005,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.8757,10.629,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.87677,10.612,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.87784,10.609,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.87892,10.607,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.87999,10.592,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.88107,10.565,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.88214,10.561,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.88322,10.545,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.88429,10.522,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.88537,10.493,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.88644,10.496,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.88752,10.469,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.88859,10.453,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.88966,10.436,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.89074,10.407,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.89182,10.383,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.89289,10.375,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.89396,10.35,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.89504,10.32,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.89612,10.299,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.89719,10.267,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.89827,10.263,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.89934,10.241,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.90042,10.229,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.90149,10.217,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.90256,10.201,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.90364,10.194,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.90579,10.192,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.90794,10.2,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.90901,10.2,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.91009,10.204,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.91116,10.216,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.91224,10.22,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.91331,10.239,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.91439,10.242,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.91546,10.247,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.91654,10.252,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.91761,10.262,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.91869,10.272,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.91976,10.29,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.92084,10.306,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.92191,10.31,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.92299,10.311,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.92406,10.329,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.92514,10.338,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.92621,10.342,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.92728,10.339,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.92836,10.345,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.92944,10.356,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.93051,10.377,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.93159,10.384,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.93266,10.387,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.93374,10.386,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.93481,10.401,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.93588,10.404,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.93696,10.406,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.93804,10.408,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.93912,10.422,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.94019,10.414,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.94126,10.427,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.94234,10.427,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.94341,10.441,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.94449,10.446,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.94556,10.455,0.003,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.94664,10.454,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.94878,10.464,0.004,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.95094,10.473,0.005,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.95201,10.468,0.005,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.95308,10.493,0.005,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.95416,10.484,0.005,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458209.95523,10.503,0.006,,V,SAH,,ENSEMBLE,,2218LOH,,0,,Z,,,,DY HER,AAVSO,STD,,,,
2458227.431817,10.2286,0.0096,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85659,,DY HER,BAA-VSS,STD,,,,
2458227.43272,10.2114,0.0095,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.82866,,DY HER,BAA-VSS,STD,,,,
2458227.433623,10.1826,0.0094,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86485,,DY HER,BAA-VSS,STD,,,,
2458227.434537,10.1798,0.0093,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.82351,,DY HER,BAA-VSS,STD,,,,
2458227.435428,10.1481,0.0092,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.816,,DY HER,BAA-VSS,STD,,,,
2458227.436308,10.1285,0.0093,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.81431,,DY HER,BAA-VSS,STD,,,,
2458227.437211,10.1376,0.009,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.87642,,DY HER,BAA-VSS,STD,,,,
2458227.438079,10.105,0.0092,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86995,,DY HER,BAA-VSS,STD,,,,
2458227.438993,10.0914,0.0089,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.83654,,DY HER,BAA-VSS,STD,,,,
2458227.439896,10.0954,0.0089,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86031,,DY HER,BAA-VSS,STD,,,,
2458227.440799,10.0936,0.0088,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85862,,DY HER,BAA-VSS,STD,,,,
2458227.441701,10.0954,0.0088,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86423,,DY HER,BAA-VSS,STD,,,,
2458227.442604,10.0947,0.0087,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84291,,DY HER,BAA-VSS,STD,,,,
2458227.443519,10.0739,0.0088,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84357,,DY HER,BAA-VSS,STD,,,,
2458227.444421,10.0909,0.0087,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85153,,DY HER,BAA-VSS,STD,,,,
2458227.445324,10.0781,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.87193,,DY HER,BAA-VSS,STD,,,,
2458227.446215,10.0842,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84629,,DY HER,BAA-VSS,STD,,,,
2458227.447118,10.0996,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86384,,DY HER,BAA-VSS,STD,,,,
2458227.448021,10.0974,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84499,,DY HER,BAA-VSS,STD,,,,
2458227.448935,10.1114,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85215,,DY HER,BAA-VSS,STD,,,,
2458227.449838,10.1185,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85935,,DY HER,BAA-VSS,STD,,,,
2458227.450741,10.1356,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85463,,DY HER,BAA-VSS,STD,,,,
2458227.451655,10.1216,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84344,,DY HER,BAA-VSS,STD,,,,
2458227.452558,10.1549,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84071,,DY HER,BAA-VSS,STD,,,,
2458227.453461,10.1491,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84379,,DY HER,BAA-VSS,STD,,,,
2458227.454363,10.1636,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.87267,,DY HER,BAA-VSS,STD,,,,
2458227.455266,10.1647,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86402,,DY HER,BAA-VSS,STD,,,,
2458227.456169,10.1698,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84802,,DY HER,BAA-VSS,STD,,,,
2458227.457072,10.1731,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.8341,,DY HER,BAA-VSS,STD,,,,
2458227.457951,10.1799,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84675,,DY HER,BAA-VSS,STD,,,,
2458227.458854,10.1903,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86959,,DY HER,BAA-VSS,STD,,,,
2458227.459757,10.2195,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84235,,DY HER,BAA-VSS,STD,,,,
2458227.460671,10.2045,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.83583,,DY HER,BAA-VSS,STD,,,,
2458227.461574,10.2148,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84336,,DY HER,BAA-VSS,STD,,,,
2458227.462477,10.238,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84844,,DY HER,BAA-VSS,STD,,,,
2458227.46338,10.2331,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84496,,DY HER,BAA-VSS,STD,,,,
2458227.464282,10.2439,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.82748,,DY HER,BAA-VSS,STD,,,,
2458227.465185,10.2429,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.83235,,DY HER,BAA-VSS,STD,,,,
2458227.466088,10.2569,0.0087,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.8603,,DY HER,BAA-VSS,STD,,,,
2458227.466991,10.2694,0.0087,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84971,,DY HER,BAA-VSS,STD,,,,
2458227.467905,10.2604,0.0087,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85523,,DY HER,BAA-VSS,STD,,,,
2458227.468773,10.2886,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.82249,,DY HER,BAA-VSS,STD,,,,
2458227.469676,10.274,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.81536,,DY HER,BAA-VSS,STD,,,,
2458227.470579,10.2908,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86404,,DY HER,BAA-VSS,STD,,,,
2458227.471482,10.2985,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.8603,,DY HER,BAA-VSS,STD,,,,
2458227.472384,10.2883,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.83861,,DY HER,BAA-VSS,STD,,,,
2458227.473287,10.3123,0.0084,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.82996,,DY HER,BAA-VSS,STD,,,,
2458227.47419,10.3256,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.8355,,DY HER,BAA-VSS,STD,,,,
2458227.475093,10.3144,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85578,,DY HER,BAA-VSS,STD,,,,
2458227.475995,10.3301,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86072,,DY HER,BAA-VSS,STD,,,,
2458227.47691,10.3105,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.83756,,DY HER,BAA-VSS,STD,,,,
2458227.477813,10.3424,0.0085,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84874,,DY HER,BAA-VSS,STD,,,,
2458227.478715,10.3279,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84182,,DY HER,BAA-VSS,STD,,,,
2458227.479618,10.3399,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84197,,DY HER,BAA-VSS,STD,,,,
2458227.480521,10.3287,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.83413,,DY HER,BAA-VSS,STD,,,,
2458227.481401,10.3602,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.83173,,DY HER,BAA-VSS,STD,,,,
2458227.482303,10.3637,0.0087,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85943,,DY HER,BAA-VSS,STD,,,,
2458227.483206,10.3528,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84131,,DY HER,BAA-VSS,STD,,,,
2458227.484109,10.3631,0.0084,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85251,,DY HER,BAA-VSS,STD,,,,
2458227.485012,10.3627,0.0084,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85073,,DY HER,BAA-VSS,STD,,,,
2458227.485926,10.3791,0.0084,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85056,,DY HER,BAA-VSS,STD,,,,
2458227.486829,10.3937,0.0083,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85821,,DY HER,BAA-VSS,STD,,,,
2458227.487732,10.3753,0.0084,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85544,,DY HER,BAA-VSS,STD,,,,
2458227.488634,10.383,0.0084,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84476,,DY HER,BAA-VSS,STD,,,,
2458227.489537,10.3906,0.0084,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85847,,DY HER,BAA-VSS,STD,,,,
2458227.49044,10.3941,0.0084,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84913,,DY HER,BAA-VSS,STD,,,,
2458227.491343,10.408,0.0086,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.83426,,DY HER,BAA-VSS,STD,,,,
2458227.492222,10.3939,0.0084,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86008,,DY HER,BAA-VSS,STD,,,,
2458227.493125,10.4155,0.0084,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.8559,,DY HER,BAA-VSS,STD,,,,
2458227.494028,10.3962,0.0084,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85267,,DY HER,BAA-VSS,STD,,,,
2458227.494931,10.3884,0.0083,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.83373,,DY HER,BAA-VSS,STD,,,,
2458227.495833,10.397,0.0083,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85535,,DY HER,BAA-VSS,STD,,,,
2458227.496736,10.4144,0.0083,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.82996,,DY HER,BAA-VSS,STD,,,,
2458227.497639,10.4155,0.0083,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.8341,,DY HER,BAA-VSS,STD,,,,
2458227.498553,10.4252,0.0083,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86703,,DY HER,BAA-VSS,STD,,,,
2458227.499433,10.4211,0.0082,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85298,,DY HER,BAA-VSS,STD,,,,
2458227.500313,10.4315,0.0082,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85128,,DY HER,BAA-VSS,STD,,,,
2458227.501215,10.4306,0.0082,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85387,,DY HER,BAA-VSS,STD,,,,
2458227.502118,10.4304,0.0082,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.8527,,DY HER,BAA-VSS,STD,,,,
2458227.503021,10.4601,0.0082,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86239,,DY HER,BAA-VSS,STD,,,,
2458227.503912,10.4428,0.0082,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85145,,DY HER,BAA-VSS,STD,,,,
2458227.504815,10.4552,0.0082,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.83947,,DY HER,BAA-VSS,STD,,,,
2458227.505718,10.45,0.0081,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84529,,DY HER,BAA-VSS,STD,,,,
2458227.506632,10.4471,0.0081,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.86435,,DY HER,BAA-VSS,STD,,,,
2458227.507535,10.469,0.0082,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.81922,,DY HER,BAA-VSS,STD,,,,
2458227.508438,10.4911,0.0082,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.84817,,DY HER,BAA-VSS,STD,,,,
2458227.509317,10.4729,0.0082,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.8372,,DY HER,BAA-VSS,STD,,,,
2458227.51022,10.4788,0.0082,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.85364,,DY HER,BAA-VSS,STD,,,,
2458227.511123,10.4834,0.0082,,V,SDWA,,ENSEMBLE,114,X22856AFY,-,0,,Z,,11.851,,DY HER,BAA-VSS,STD,,,,
